google_id,autor_link,autor_name,autor_id,autor_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/104151806241209963006?hl=en-US,Six Million,1.04152E+20,https://lh3.googleusercontent.com/a-/AOh14Ghjj6WRq0hdIgjRj1LLty-yPGb81bi8unRaSzJNTw=c0x00000000-cc-rp-ba4,(PLEASE SEE POSTED PICS) Typical day in my well managed community of Cedar Lane Farms courtesy of Cedar Management.   Need I say more. They suck! Doesn't return homeowners phone calls. Hides behind emails.Don't bother reporting or caring about your community. Just pay your dues on time.,https://lh5.googleusercontent.com/p/AF1QipMjhVj6PeSCUQwQNrkJSICcC5cBZoA2Y0IazsSK,"Oh no, we hate to see that you've had a negative experience. We appreciate your pursuit of community excellence! Please report violations in the community to our team at violations@mycmg.com. Unfortunately, we are limited to simply sending violation letters to homeowners as well as assessing fines for violations (as per the HOA's governing documents and Board of Directors).

You can reach one of our support representatives via live chat now on our website: www.mycmg.com and click the ""Chat now"" button. Please don't hesitate to reach out if you have any further questions or concerns.",1589473742,5/14/2020 16:29,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s104151806241209963006!2s0x0:0xa3432a72da873d77?hl=en-US,1,1585546168,3/30/2020 5:29,14
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/112585204029852297431?hl=en-US,Adrian Hunt,1.12585E+20,https://lh3.googleusercontent.com/a-/AOh14Gj5kff_4X-xoDKAUd4EhfBq56VC7G2vtL6Kuml2=c0x00000000-cc-rp,"The worst HOA company out there.  Their responsiveness is ZERO, ZERO intrest in helping you.  I get more emails on invoices due, than i get from Cedar Management Group.  We have for months, been trying to reach someone, they are not responsive at all.  I DON""T RECOMMEND THIS MANAGEMENT GROUP FOR YOUR PROPERTIES OR MANGING ANYTHING FOR YOU.",https://lh3.googleusercontent.com/a-/AOh14Gj5kff_4X-xoDKAUd4EhfBq56VC7G2vtL6Kuml2,"We're so sorry that you feel this way, Adrian! Our goal is the total satisfaction of our communities, and to provide a positive and professional experience. As such, we respond to all requests, calls, and emails as quickly as possible.

Our responsiveness is generally within 2 - 3 business days and is frequently within 1. If you have examples of this not being the case, please reach out to us directly so that we may address the problem.

We do not show any outstanding calls that haven't been responded to for months. Please give us a call at (877) 252-3327 or email us at help@mycmg.com with the name of your association, your property address, and your questions and we'll be happy to assist you.",1612927088,2/10/2021 3:18,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112585204029852297431!2s0x0:0xa3432a72da873d77?hl=en-US,1,1612800010,2/8/2021 16:00,3
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/112706509926158555658?hl=en-US,Matt Meadows,1.12707E+20,https://lh3.googleusercontent.com/a-/AOh14GinB1eqmUcn5ZknAZIKIYbY2rI7HTVnzUoQ9GfCQw=c0x00000000-cc-rp,"If I could give them less than a 1 star rating I would. I have lived in a community for over 20 years now. This management company does not respond well, does not communicate with the representatives of the community ; and does accept responsibility for mistakes that they make. Please be aware that if you are looking for a property management group to keep looking for a company that will truly represent your community and keep them in a positive perspective for potential buyers.

As a follow up, CMG invited me to go to their site and speak with a rep. I sent a chat message,  I was then advised to contact their legal team. I have emailed the legal team several times now, and have had absolutely no response at all. Congrats CMG for posting a useless reply and for not helping yet another person that contributes to your bank account.",https://lh3.googleusercontent.com/a-/AOh14GinB1eqmUcn5ZknAZIKIYbY2rI7HTVnzUoQ9GfCQw,"We hate to see that you have not had a positive experience, Matt. In order to assist you, we will need the name of your association and your property address.  We do have agents ready and available to assist via live chat. Simply visit www.mycmg.com and click on the ""Chat With Us"" button to chat with one of our Community Support Agents.

Live Chat hours are
8am - 6:30pm Monday - Thursday
8am - 2pm on Friday

Alternatively, please give us a call at (877) 252-3327 or email us at help@mycmg.com",1613565077,2/17/2021 12:31,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112706509926158555658!2s0x0:0xa3432a72da873d77?hl=en-US,1,1613571331,2/17/2021 14:15,4
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/102982404794191692348?hl=en-US,Tim Rivera,1.02982E+20,https://lh3.googleusercontent.com/a-/AOh14GhIzslfP-b1kjPvH4aMd_xRiC4U32luovbK0jWgag=c0x00000000-cc-rp,"My experience with this company has only been frustrating.  For two years in a row I have been billed incorrectly and told that I need to pay twice because I paid too early despite paying as soon as I received the bill.  Their customer service was very rude when I contacted them and I was told that their mistake meant I needed to pay processing fees twice.    I am giving two stars because I was able to pay online, despite their GENEROUS offer to send checks through the mail.  If your HOA is considering this group I would urge you to do everything in your power to prevent that.",https://lh3.googleusercontent.com/a-/AOh14GhIzslfP-b1kjPvH4aMd_xRiC4U32luovbK0jWgag,"We hate to see that you have not had a positive experience, Tim! Our goal is the total satisfaction of our communities, and to provide a positive and professional experience. If there was an error on our part, you absolutely should NOT need to be paying processing fees twice. In order to assist you, we will need the name of your association and your property address.

Please give us a call at (877) 252-3327 or email us at help@mycmg.com so that we can look into this further and have an opportunity to exceed your expectations!",1610160012,1/9/2021 2:40,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102982404794191692348!2s0x0:0xa3432a72da873d77?hl=en-US,2,1609973840,1/6/2021 22:57,4
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/100696002148459854662?hl=en-US,B-Lite,1.00696E+20,https://lh3.googleusercontent.com/a-/AOh14Gika08SpVweAn5RP2xbwnhooGvRGciyDz4-gcLyZnw=c0x00000000-cc-rp,"Worst Mgt Compay. They dont send you emails or call you as a friendly reminder about your HOA dues. You cant speak to Your property Mgr over the phone, you cant complain to the Area Mgr, you have 2 go through your property Mgr. They use snail mail, ??, who dose that!!
If your community is looking for a Property mgt, Run,!! Do Not use them!! I agree with the other person. If I could rate them lower than this, it would be a -0. I'm selling my Condo. They should not be in business.",https://lh3.googleusercontent.com/a-/AOh14Gika08SpVweAn5RP2xbwnhooGvRGciyDz4-gcLyZnw,"Thank you for taking the time to give us your feedback, B-Lite. We're so sorry that you feel this way! We are constantly updating our technology to stay on the cutting edge so that the communities we serve always get the latest and best service possible.

We notify homeowners about their HOA dues and past due balances as directed by the HOA Board of Directors. Past due statements, emails, phone calls, these would all need to be approved by the HOA Board before being pursued or distributed. Many Board Members prefer (and many HOA Governing Documents require) statements such as these to be sent via USPS.

All of that being said, we have four simple payment options featured on our website at www.mycmg.com/pay if you still have questions about how to pay your HOA dues.

If you still have questions, please give us a call at (877) 252-3327 or email us at help@mycmg.com with the name of your association, your property address, and your questions and we'll be happy to assist you.",1615478769,3/11/2021 16:06,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s100696002148459854662!2s0x0:0xa3432a72da873d77?hl=en-US,1,1615394881,3/10/2021 16:48,0
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/102836072877664981008?hl=en-US,Jack Nelson,1.02836E+20,https://lh4.googleusercontent.com/-awRvNQueLhk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkL8ZQX1F8YtQ5oCq6QvHSv-ZXpg/c0x00000000-cc-rp/photo.jpg,I received responses to my inquiries (2) within 24 hours in both cases. I was extremely pleased. I am glad we have Cedar Management Group as our property managers.,https://lh4.googleusercontent.com/-awRvNQueLhk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkL8ZQX1F8YtQ5oCq6QvHSv-ZXpg/c0x00000000-cc-rp/photo.jpg,"Thank you for the generous review, Jack! Our missions is to offer incredible service, rapid response and the best trained professional staff available. It's encouraging to read your experience! We'll definitely share your kind words with the whole team!",1614973021,3/5/2021 19:37,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102836072877664981008!2s0x0:0xa3432a72da873d77?hl=en-US,5,1614902776,3/5/2021 0:06,0
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/108620871571527753615?hl=en-US,Victoria Luckenbill,1.08621E+20,https://lh5.googleusercontent.com/-hO51VczEFi8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnxDOSpSpA-UTEKJ-XsIZrDx7iZFA/c0x00000000-cc-rp/photo.jpg,Terrell at Cedar Management Group is outstanding! He has incredible customer service skills and is so kind. Any time I needs anything he responds quickly and with exactly everything I need. Great guy!,https://lh5.googleusercontent.com/-hO51VczEFi8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnxDOSpSpA-UTEKJ-XsIZrDx7iZFA/c0x00000000-cc-rp/photo.jpg,"Thank you so much for sharing your experience, Victoria! We always try to ensure that the homeowners we serve get the best service possible. We'll share your kind words with Terrell as well! If you have any further questions, please never hesitate to reach out!",1603985664,10/29/2020 15:34,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s108620871571527753615!2s0x0:0xa3432a72da873d77?hl=en-US,5,1603918085,10/28/2020 20:48,1
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/111416259110330887298?hl=en-US,Earnie Cain,1.11416E+20,https://lh6.googleusercontent.com/-SfsQ1qPoT5w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmRgMLcgReA5Zjnp5nwIBQiiF0sAA/c0x00000000-cc-rp/photo.jpg,"Brittany was very nice and kind. I knew she was a new  employee by her
professional.  You show read the response she left on my email.  Then she sent a message to the maintenance to report my problem. That let you was very professional because the maintenance  employee called me immediately to see what he could do.
He immediately called my daughter and got the information he needed
to complete the job.  (I WAS TOLD BY CEDAR THAT IT WAS THE HOME OWNER'S RESPONSIBLE TO REPARE THE BANSTERS ON THE PATIO.
THIS NICE GENTLEMAN SAID IT CEDAR'S RESPONSIBLE.)

THANK YOU JESUS FOR SENDING THESE NICE AND KIND EMPLOYEES  TO HELP ME.",https://lh6.googleusercontent.com/-SfsQ1qPoT5w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmRgMLcgReA5Zjnp5nwIBQiiF0sAA/c0x00000000-cc-rp/photo.jpg,"Thank you so much for sharing your experience, Earnie! We always try to ensure that the homeowners we serve get the best service possible. We'll share your kind words with Brittany as well!

We don't have a current maintenance request regarding your patio and banister. Please email maintenance@mycmg.com with pictures and specifications as to what is wrong with your railings. If you have any further questions or maintenance requests, please never hesitate to reach out!",1600097072,9/14/2020 15:24,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s111416259110330887298!2s0x0:0xa3432a72da873d77?hl=en-US,5,1599854576,9/11/2020 20:02,1
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/110423445585593574228?hl=en-US,Sandra McCrea,1.10423E+20,https://lh5.googleusercontent.com/-YSkn8Mxh1FE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclBlt2ILMAPCE2J_kXXXf2xPORJBQ/c0x00000000-cc-rp/photo.jpg,"I appreciate your very quickly responses right back to me. l also liked the fact that you have live chat online for any questions l had and needed to be answered right away. I would like to thank you once again for all of your support, understanding and patience with my situations.",https://lh5.googleusercontent.com/-YSkn8Mxh1FE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclBlt2ILMAPCE2J_kXXXf2xPORJBQ/c0x00000000-cc-rp/photo.jpg,"Absolutely, Sandra! Thank you so much for your kind review!

Our mission is to continually improve our process and raise the bar in HOA Management to a level unprecedented in the industry. It's so encouraging to hear experiences of our team pursuing this well!",1603985803,10/29/2020 15:36,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s110423445585593574228!2s0x0:0xa3432a72da873d77?hl=en-US,5,1603906912,10/28/2020 17:41,1
0x8856a775e8f0d505:0xa3432a72da873d77,https://www.google.com/maps/contrib/110321074512123517024?hl=en-US,Jacob Rickman,1.10321E+20,https://lh3.googleusercontent.com/a-/AOh14GhXcN--fF_RlygyQXkSqI2OfbkVonw3HpnrgQEN-EI=c0x00000000-cc-rp-ba3,"I've experienced Cedar Management Group for a solid 6 years and always appreciate their professionalism and responsiveness. Living in an HOA isn't for everyone but they make it better. The have clear statements, kind support staff and a knowledgeable accounting team. The community managers I've meet have also been professional and knowledgeable too. Highly recommend.",https://lh3.googleusercontent.com/a-/AOh14GhXcN--fF_RlygyQXkSqI2OfbkVonw3HpnrgQEN-EI,"Thank you, Jacob, for your kind words and recommendation! It makes us happy to know that providing our clients with the best HOA Management services we can offer if paying off. If we can make your life easier, then we have truly done our job. If there is any other way we can help you, don't hesitate to reach out!",1608665586,12/22/2020 19:33,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s110321074512123517024!2s0x0:0xa3432a72da873d77?hl=en-US,5,1602799276,10/15/2020 22:01,0
