place_name,google_id,place_id,reviews_link,reviews_per_score,rating,autor_link,autor_name,autor_id,autor_image,review_text,review_img_url,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/112733964974385394549?hl=en-US,chilnvilan,1.12734E+20,https://lh3.googleusercontent.com/-IZCJ3Ubkmx8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIOvEk7zkvaMddLDMyp-X1Hq5bBA/c0x00000000-cc-rp/photo.jpg,"I am such an amazing customer to them.   I provide any information they are looking for.   If I call them with a question, I am professional and am always quick to get back with them any information they need.   I was especially helpful on the phone today with Becky M.    She must have asked me 5 or 6 different questions, and I knew the answer to all of them immediately.   Not once did I need to put her on hold to ask my manager.   I was able to get my ACH form completed efficiently, and even figured out, to the dollar, exactly how much to pay so that the ACH could trigger during the next billing cycle.   Overall, I would definitely suggest myself as a customer to William Douglas!   I tell all my friends how great I am, and recommend any company around to look for me to be a customer of theirs.",https://lh3.googleusercontent.com/-IZCJ3Ubkmx8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIOvEk7zkvaMddLDMyp-X1Hq5bBA/c0x00000000-cc-rp/photo.jpg,Thanks so much for taking the time to leave us a review! I have passed your extremely entertaining review on to Becky. :),1611952389,1/29/2021 20:33,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112733964974385394549!2s0x0:0x5128947692f84cc0?hl=en-US,5,1611783957,1/27/2021 21:45,0,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/112492744087837096817?hl=en-US,Tia Habersham,1.12493E+20,https://lh4.googleusercontent.com/-Lt1_vKqkCik/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmTV_1lPkFpmqMvCmYHjF_lqZtj3w/c0x00000000-cc-rp/photo.jpg,"I really love this chat feature! Getting someone on the phone has been a little hard for me, BUT I’ve ALWAYS gotten quick, friendly, and helpful responses from the chat feature! I most recently spoke with Jessica, and she was extremely helpful! I must admit that this makes being a first time homeowner less stressful while I get the hang of this!",https://lh4.googleusercontent.com/-Lt1_vKqkCik/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmTV_1lPkFpmqMvCmYHjF_lqZtj3w/c0x00000000-cc-rp/photo.jpg,"We try to leverage technology to provide the best possible service to our homeowners and are delighted to hear about your success with our chat feature! Timely communication is essential to providing an outstanding customer experience. Thank you so much for your review and kind words, I have passed them on to Jessica!",1608751666,12/23/2020 19:27,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s112492744087837096817!2s0x0:0x5128947692f84cc0?hl=en-US,4,1608659209,12/22/2020 17:46,0,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/109259776175723222453?hl=en-US,Alita Carpenter,1.0926E+20,https://lh3.googleusercontent.com/a-/AOh14GjydwN_cHGk9g39fOSUbIPJi92GJRFoDCILWlMi=c0x00000000-cc-rp,"Kimberly was incredibly helpful when I asked her about certain specifications for my neighborhood. She was patient, kind, and answered all my questions in a detailed and professional manner. I know that if I ever have questions again that I will be reaching out to Kimberly specifically.",https://lh3.googleusercontent.com/a-/AOh14GjydwN_cHGk9g39fOSUbIPJi92GJRFoDCILWlMi,We appreciate our homeowners and work diligently to meet their expectations. Thank you for your review! I have passed your kind words on to Kimberly. :),1613074276,2/11/2021 20:11,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s109259776175723222453!2s0x0:0x5128947692f84cc0?hl=en-US,5,1612053360,1/31/2021 0:36,0,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/109138229955996278961?hl=en-US,Michelle Easton,1.09138E+20,https://lh6.googleusercontent.com/-A-z5jA3pAuE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnT83jH51Ewu4p7i-5PlF0UX2tNPg/c0x00000000-cc-rp/photo.jpg,William Douglas is great company to work with. Anyone I have ever had contact with over there is professional and answers my questions in a timely manner.  I have worked specifically with Nicole Woolford on two large losses and she really does care about her homeowners and what is in their best interest.,https://lh6.googleusercontent.com/-A-z5jA3pAuE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnT83jH51Ewu4p7i-5PlF0UX2tNPg/c0x00000000-cc-rp/photo.jpg,"We, of course, work closely with the insurers for our associations.  We know we are the linchpin of information about the association, as well as how urgent and important communication between the association and the association insurance company is. We work hard to make sure everyone stays informed and on the same page. Thanks so much for your thoughts and for taking the time to acknowledge our efforts!  I have passed your kind words on to Nicole.",1611002837,1/18/2021 20:47,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s109138229955996278961!2s0x0:0x5128947692f84cc0?hl=en-US,5,1610403016,1/11/2021 22:10,0,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/107958275941704335264?hl=en-US,Jennifer Kanipe,1.07958E+20,https://lh3.googleusercontent.com/a-/AOh14GjnAN0Erta-4yRmY5njP_5hu2P4N4GN6DPAl5hsyg=c0x00000000-cc-rp,"I was highly impressed by the staff here today. Becky Miller made it extremely easy for me. Her patience with me going step by step with me during the process was wonderful. I highly recommend her to other's if anyone is needing someone to listen to them and to take the time to walk with them on this website. Becky was wonderful. May God bless her. I appreciate your time Becky and thank you a thousand times for all your help today.

Sincerely,

Jennifer Kanipe / ENA Rentals LLC Property Manager",https://lh3.googleusercontent.com/a-/AOh14GjnAN0Erta-4yRmY5njP_5hu2P4N4GN6DPAl5hsyg,"We frequently work closely with realtors and other property managers as homeowners transition in and out of the neighborhood.  Knowing we are the linchpin of information about the association, as well as how stressful home buying can be, we try to make moving in or out of the neighborhood easy on the homeowners.  Thanks so much for your thoughts and for taking the time to acknowledge our efforts!  I have passed your kind words on to Becky.",1615580973,3/12/2021 20:29,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s107958275941704335264!2s0x0:0x5128947692f84cc0?hl=en-US,5,1614362771,2/26/2021 18:06,0,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/100924079006250186984?hl=en-US,M Rob,1.00924E+20,https://lh3.googleusercontent.com/a-/AOh14GhpBtQxW4bpxSZeB7HiPPqs85ifpPWFCVPs91XUMjM=c0x00000000-cc-rp-ba2,They don't seem to want to take care of things that they are supposed to take care of. They tell you to call code enforcement they tell you it's a fire department issue then they say it's up to the hoa and the property manager so I had to give the fire department their number because they don't want to do their job. Apparently I need a different property manager because some of them sound great.,https://lh3.googleusercontent.com/a-/AOh14GhpBtQxW4bpxSZeB7HiPPqs85ifpPWFCVPs91XUMjM,"M Rob,

We appreciate all feedback and thank you for yours. I am sorry to hear you were not happy with the results of your interaction with our team members.

When looking into your complaint, I was unable to locate an association for you just due to a lack of information.  Would you please let me know what association you are in or what street address you are referencing so I can look into your situation?  You can respond here or email me at jreynolds@wmdouglas.com

Thank you for reaching out to us and giving us a chance to help resolve this situation!

Kindest regards,
Jamie",1613074080,2/11/2021 20:08,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s100924079006250186984!2s0x0:0x5128947692f84cc0?hl=en-US,1,1611951261,1/29/2021 20:14,1,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/102336371568826560097?hl=en-US,Gail Howell,1.02336E+20,https://lh3.googleusercontent.com/-VChXHSiP41E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIgDw_1q9ePN7yaicM2y6AoxBSyA/c0x00000000-cc-rp/photo.jpg,Becky Miller was extremely helpful when I called with questions about the HOA related to a refinance. She also followed up with me as promised and was a huge help.,https://lh3.googleusercontent.com/-VChXHSiP41E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIgDw_1q9ePN7yaicM2y6AoxBSyA/c0x00000000-cc-rp/photo.jpg,We appreciate our homeowners and work diligently to meet their expectations. Becky exemplifies what we expect from our staff. I have passed on your kind words. Thank you for your review!,1617289264,4/1/2021 15:01,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s102336371568826560097!2s0x0:0x5128947692f84cc0?hl=en-US,5,1615421243,3/11/2021 0:07,1,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/109718528717378035879?hl=en-US,Michael Van Dyke,1.09719E+20,https://lh6.googleusercontent.com/-1ZLcYfM17i0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclTdwul9jVsnhKZBNqcJ783Dnx5Sg/c0x00000000-cc-rp/photo.jpg,I have been doing business with William Douglas for a good while now. My main Property Manager contact is Reem Rakes. She is hands down the best Property Manager that I work with.,https://lh6.googleusercontent.com/-1ZLcYfM17i0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclTdwul9jVsnhKZBNqcJ783Dnx5Sg/c0x00000000-cc-rp/photo.jpg,We appreciate our homeowners and work diligently to meet their expectations. Thank you for your review! I have passed your kind words on to Reem. :),1613074407,2/11/2021 20:13,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s109718528717378035879!2s0x0:0x5128947692f84cc0?hl=en-US,5,1612119735,1/31/2021 19:02,0,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/116630008311785165701?hl=en-US,orlando laffitte,1.1663E+20,https://lh4.googleusercontent.com/-SI5Qt7T-dLE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckdO5h-Rdu-XCEGlQkx9n2X1FgV5g/c0x00000000-cc-rp/photo.jpg,After looking for rental properties in the area I spoke with Cristina Ponce the manager at the property and after several questions on my part she answer all of them in a very professional manner. Can’t say enough of the way she treat us very responsive to every little thing we ask no hurries what so ever. Need more people like her now a days. Thanks,https://lh4.googleusercontent.com/-SI5Qt7T-dLE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckdO5h-Rdu-XCEGlQkx9n2X1FgV5g/c0x00000000-cc-rp/photo.jpg,Thanks so much for taking the time to leave us a review.  We think more people should be like Cristina too and we are lucky to have her! :),1606939957,12/2/2020 20:12,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s116630008311785165701!2s0x0:0x5128947692f84cc0?hl=en-US,5,1606776531,11/30/2020 22:48,0,5.84809E+18
William Douglas Property Management Company,0x88569e569803dee7:0x5128947692f84cc0,ChIJ594DmFaeVogRwEz4knaUKFE,https://search.google.com/local/reviews?placeid=ChIJ594DmFaeVogRwEz4knaUKFE&q=William+Douglas+Property+Management+Company&authuser=0&hl=en&gl=UA,"{""1"": 63, ""2"": 3, ""3"": 0, ""4"": 13, ""5"": 136}",3.7,https://www.google.com/maps/contrib/106011183303874301897?hl=en-US,Mandy Hudson,1.06011E+20,https://lh3.googleusercontent.com/a-/AOh14Gg3cTMNRUFRsTBGSAuEehkYfpMYWdlxk52VvRJM6eY=c0x00000000-cc-rp,"Cristina Ponce was quick to respond to my questions, and promptly returned my phone calls. She is always professional, well mannered and helps me out with any of my concerns. We’ve dealt with a few management companies in the past, and it was such a pleasure to finally work with one that quickly responded and was on top of their game! Thank you, Cristina!",https://lh3.googleusercontent.com/a-/AOh14Gg3cTMNRUFRsTBGSAuEehkYfpMYWdlxk52VvRJM6eY,We appreciate our homeowners and work diligently to meet their expectations. Cristina exemplifies what we expect from our association managers. I have passed on your kind words. Thank you for your review!,1606943956,12/2/2020 21:19,https://www.google.com/maps/reviews/data=!4m5!14m4!1m3!1m2!1s106011183303874301897!2s0x0:0x5128947692f84cc0?hl=en-US,5,1605994037,11/21/2020 21:27,0,5.84809E+18
